"Predictor","PredGroup","DirectWater","MetricType","PctZero","PctDom","Range","PvIvE_F","EvNE_t_abs","PvNP_t_abs","PvIwet_t_abs","EvIdry_t_abs","rf_MDA","rf_MDG","rf_MDA_rank","Screened"
"PctEolCrsCat","StreamCat",FALSE,"Continuous",0.99236641221374,0.99236641221374,13.6608777398446,1.49618320610688,1,1,0,1,0,0,63,"Fail"
"PctEolFineCat","StreamCat",FALSE,"Continuous",1,1,0,0,0,0,0,0,0,0,63,"Fail"
"PctAlluvCoastCat","StreamCat",FALSE,"Continuous",0.49618320610687,0.49618320610687,100,2.75188744177527,2.03369697889092,0.459280478673249,0.7200076255414,1.55869770965896,-0.000112019818784156,0.15338826116262,39,"Pass"
"PctCarbResidWs","StreamCat",FALSE,"Continuous",0.648854961832061,0.648854961832061,100,0.115944966215057,0.447769547626217,0.176433596476422,0.322287089492485,0.408484902884988,-0.000198928992973111,0.107187715301216,31,"Fail"
"PctNonCarbResidWs","StreamCat",FALSE,"Continuous",0.244274809160305,0.244274809160305,100,0.96374039389444,0.906655034897221,1.4059323137082,0.111330319543833,0.0924653404570626,-0.000203835216566356,0.371617700196974,30,"Fail"
"PctAlkIntruVolWs","StreamCat",FALSE,"Continuous",0.984732824427481,0.984732824427481,85.8927877767707,3.08889436099482,1.4368424162142,1.42231800443752,1,1,0,0,63,"Fail"
"PctSilicicWs","StreamCat",FALSE,"Continuous",0.297709923664122,0.297709923664122,100,3.13299766695474,2.77307086170276,1.09287039690449,0.154382643316889,1.0609238243332,1.76409424854664e-05,0.333553277007615,68,"Pass"
"PctExtruVolWs","StreamCat",FALSE,"Continuous",0.946564885496183,0.946564885496183,42.8096266090989,0.658642888278339,1.52530583455199,0.742256305710022,0.674653913262446,1.1392865572294,0,0.01910667219866,63,"Fail"
"PctEolCrsWs","StreamCat",FALSE,"Continuous",0.961832061068702,0.961832061068702,8.17254639692359,0.690592490805399,0.373243983169291,1.26585300214459,0.551054943644229,0.830627514576204,-9.58173323092678e-05,0.0444888161725096,44,"Fail"
"PctEolFineWs","StreamCat",FALSE,"Continuous",0.984732824427481,0.984732824427481,1.11233482936,0.335350855537365,1.41464811491719,0.369043882072853,1,1,0,0.00133333333333333,63,"Fail"
"PctAlluvCoastWs","StreamCat",FALSE,"Continuous",0.412213740458015,0.412213740458015,80.5716492854384,1.48294310873158,1.49987786239339,0.0708356214001173,0.573228537552283,1.71674434373926,-0.000262017341213451,0.31666412516503,26,"Fail"
"WetIndexCat","StreamCat",FALSE,"Continuous",0,0.0152671755725191,581.574622124144,3.04050280294073,1.80126889596269,2.33450691765255,1.11415477177953,0.566466648012026,-0.000197187159563886,0.338867854339601,32,"Pass"
"WetIndexWs","StreamCat",FALSE,"Continuous",0,0.0152671755725191,436.767690672981,0.906503614168309,1.42185618437183,0.92070290428201,0.40013719892436,0.680327527560151,-0.000566143248764161,0.380182418732816,11,"Fail"
"urb","StreamCat",FALSE,"Continuous",0.282442748091603,0.282442748091603,94.5130380893359,3.54973278088377,2.09565282499268,1.28917988649571,0.991152798252276,2.62605741516341,-0.000345925206319569,0.294348698870514,20,"Pass"
"urbRip","StreamCat",FALSE,"Continuous",0.366412213740458,0.366412213740458,98.7654320987655,1.0146709471083,1.36587767888301,0.392948395879561,0.527424876619872,2.56096257323582,-0.000225137177982169,0.180645656902759,29,"Pass"
"forr","StreamCat",FALSE,"Continuous",0.358778625954198,0.358778625954198,98.2363315696649,5.04257607983033,3.76593406029025,2.25797421041989,1.46173794690772,2.02572950486021,7.96651803280084e-05,0.337360646051467,75,"Pass"
"forrRip","StreamCat",FALSE,"Continuous",0.442748091603053,0.442748091603053,100,4.78307585303312,4.13974898326801,1.97399190435942,0.865754106621306,1.94519755975477,0.000543654690260723,0.239943659104981,105,"Pass"
"ag","StreamCat",FALSE,"Continuous",0.694656488549618,0.694656488549618,88.5836831538602,0.172923885894715,0.675439588822274,0.377656321457019,0.539755146470505,0.674278034595009,-7.58387445887446e-05,0.0846279678868612,48,"Fail"
"agRip","StreamCat",FALSE,"Continuous",0.801526717557252,0.801526717557252,89.0764181903422,0.781856503958555,1.36448186111882,0.964660425848704,1.54359556299051,1.0124902873065,-0.00017350910931687,0.122867735514635,35,"Fail"
"wetlands","StreamCat",FALSE,"Continuous",0.412213740458015,0.412213740458015,29.7336006874821,4.33646338848135,3.5738287822225,2.28083541607789,1.37260796103734,0.937746345917227,0.000341932780775531,0.279894702256077,94,"Pass"
"wetlandsRip","StreamCat",FALSE,"Continuous",0.458015267175573,0.458015267175573,64.3141153081511,9.2882103602904,3.98048939201431,3.26684021272507,2.50620124077026,0.594177671175205,0.000693136215124053,0.431982647375542,108,"Pass"
"urbWs","StreamCat",FALSE,"Continuous",0.175572519083969,0.175572519083969,48.5722107970789,0.748903179782867,1.05937208471182,0.239269912995826,0.675270535445572,2.39960552839551,-9.07231947651219e-05,0.307120755962741,45,"Pass"
"urbRipWs","StreamCat",FALSE,"Continuous",0.213740458015267,0.213740458015267,46.3409296090608,0.567589072837685,0.532349349606088,0.566336000853079,0.0808946125004881,2.25224696239426,0.00010923528313668,0.266670384883877,78,"Pass"
"forrWs","StreamCat",FALSE,"Continuous",0.0152671755725191,0.0152671755725191,98.117854001759,12.3223637598818,5.17914573385707,3.83844485738028,2.55436997122297,3.09490929404199,0.00199605507823373,0.76182956081623,131,"Pass"
"forrWsRip","StreamCat",FALSE,"Continuous",0.0305343511450382,0.0305343511450382,98.804940648059,13.4541857937703,5.55295922939778,3.95960538635,2.40548797633376,3.04208301754074,0.000370483720197075,0.612975216932866,97,"Pass"
"agWs","StreamCat",FALSE,"Continuous",0.50381679389313,0.50381679389313,22.3831933312989,0.923661227164599,2.34359124778607,0.49077806104289,0.210360361655644,0.915405291253518,-0.000101424694510464,0.128980290054047,41,"Pass"
"agRipWs","StreamCat",FALSE,"Continuous",0.549618320610687,0.549618320610687,23.5263702171665,1.10726958894351,2.56336061867831,0.685151153949358,0.615723819108212,0.999278407066086,-8.85432080954883e-05,0.160766431131824,46,"Pass"
"wetlandsWs","StreamCat",FALSE,"Continuous",0.198473282442748,0.198473282442748,7.31518370960602,3.72795170535703,3.94007072419392,1.84901485664105,0.396654962632218,0.0330188110940841,0.000167716848472983,0.238001449522618,82,"Pass"
"wetlandsRipWS","StreamCat",FALSE,"Continuous",0.229007633587786,0.229007633587786,12.7785505016129,7.42431139854166,4.95593335491009,2.67204871902662,0.719010721414801,0.971866009730448,-0.000267957727674406,0.234719527334977,25,"Pass"
