FinalID,CommonName,CaliforniaTaxon,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,GenusComplex,Genus,SpeciesComplex,Species,Subspecies,Variety,TaxonomicAuthority,FinalIDAuthority,Source
Eulimnichus californicus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Limnichidae,,,,Eulimnichus,,Eulimnichus californicus,,,(LeConte),SAFIT,DFG-ABL
Eulimnichus evanescens,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Limnichidae,,,,Eulimnichus,,Eulimnichus evanescens,,,Casey,SAFIT,DFG-ABL
Eulimnichus montanus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Limnichidae,,,,Eulimnichus,,Eulimnichus montanus,,,(LeConte),SAFIT,DFG-ABL
Eulimnichus perpolitus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Limnichidae,,,,Eulimnichus,,Eulimnichus perpolitus,,,(Casey),SAFIT,DFG-ABL
Eulimnichus rusticus,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Limnichidae,,,,Eulimnichus,,Eulimnichus rusticus,,,Wooldridge,SAFIT,DFG-ABL
Euparyphus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Stratiomyidae,,,Caloparyphus/ Euparyphus,Euparyphus,,,,,Gerstäcker,SAFIT,DFG-ABL
Eupera,,TRUE,Mollusca,,,Bivalvia,Heterodonta,,Veneroida,,,Sphaeriidae,,,,Eupera,,,,,,SAFIT,DFG-ABL
Eupera cubensis,,TRUE,Mollusca,,,Bivalvia,Heterodonta,,Veneroida,,,Sphaeriidae,,,,Eupera,,Eupera cubensis,,,,SAFIT,DFG-ABL
Euryhapsis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Chironomidae,Orthocladiinae,,,Euryhapsis,,,,,Oliver,SAFIT,DFG-ABL
Euryhapsis annuliventris,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Chironomidae,Orthocladiinae,,,Euryhapsis,,Euryhapsis annuliventris,,,(Malloch),SAFIT,DFG-ABL
Euryhapsis illoba,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Chironomidae,Orthocladiinae,,,Euryhapsis,,Euryhapsis illoba,,,Oliver,SAFIT,DFG-ABL
Eurylophella,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ephemerellidae,,,,Eurylophella,,,,,Tiensuu,SAFIT,DFG-ABL
Eurylophella lodi,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Ephemerellidae,,,,Eurylophella,,Eurylophella lodi,,,(Mayo),SAFIT,DFG-ABL
Exopalaemon,,TRUE,Arthropoda,Crustacea,,Malacostraca,,,Decapoda,,,Palaemonidae,,,,Exopalaemon,,,,,Holthuis,SAFIT,DFG-ABL
Exopalaemon carinicauda,,TRUE,Arthropoda,Crustacea,,Malacostraca,,,Decapoda,,,Palaemonidae,,,,Exopalaemon,,Exopalaemon carinicauda,,,(Holthuis),SAFIT,DFG-ABL
Exopalaemon modestus,,TRUE,Arthropoda,Crustacea,,Malacostraca,,,Decapoda,,,Palaemonidae,,,,Exopalaemon,,Exopalaemon modestus,,,(Heller),SAFIT,DFG-ABL
Exosphaeroma,,TRUE,Arthropoda,Crustacea,,Malacostraca,,,Isopoda,,,Sphaeromatidae,,,,Exosphaeroma,,,,,,SAFIT,DFG-ABL
Eylaidae,,TRUE,Arthropoda,Chelicerata,,Arachnida,Acari,,Trombidiformes,,,Eylaidae,,,,,,,,,Leach,SAFIT,DFG-ABL
Eylais,,TRUE,Arthropoda,Chelicerata,,Arachnida,Acari,,Trombidiformes,,,Eylaidae,,,,Eylais,,,,,Latreille,SAFIT,DFG-ABL
Fallceon,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Baetidae,,,,Fallceon,,,,,Waltz and McCafferty,SAFIT,DFG-ABL
Fallceon eatoni,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Baetidae,,,,Fallceon,,Fallceon eatoni,,,(Kimmins),SAFIT,DFG-ABL
Fallceon quilleri,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Baetidae,,,,Fallceon,,Fallceon quilleri,,,Dodds,SAFIT,DFG-ABL
Fallceon sonora,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Baetidae,,,,Fallceon,,Fallceon sonora,,,Lugo-Ortiz and McCafferty,SAFIT,DFG-ABL
Fallceon thermophilos,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Baetidae,,,,Fallceon,,Fallceon thermophilos,,,(McDunnough),SAFIT,DFG-ABL
Farula,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Uenoidae,,,,Farula,,,,,Milne,SAFIT,DFG-ABL
Farula davisi,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Uenoidae,,,,Farula,,Farula davisi,,,Denning,SAFIT,DFG-ABL
Farula geyseri,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Uenoidae,,,,Farula,,Farula geyseri,,,Denning,SAFIT,DFG-ABL
Farula honeyi,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Uenoidae,,,,Farula,,Farula honeyi,,,Denning,SAFIT,DFG-ABL
Farula jewetti,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Uenoidae,,,,Farula,,Farula jewetti,,,Denning,SAFIT,DFG-ABL
Farula malkini,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Uenoidae,,,,Farula,,Farula malkini,,,Ross,SAFIT,DFG-ABL
Farula moweri,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Uenoidae,,,,Farula,,Farula moweri,,,Ruiter,SAFIT,DFG-ABL
Farula petersoni,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Uenoidae,,,,Farula,,Farula petersoni,,,Denning,SAFIT,DFG-ABL
Farula praelonga,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Uenoidae,,,,Farula,,Farula praelonga,,,Wiggins and Erman,SAFIT,DFG-ABL
Farula raineri,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Uenoidae,,,,Farula,,Farula raineri,,,Milne,SAFIT,DFG-ABL
Farula reapiri,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Uenoidae,,,,Farula,,Farula reapiri,,,Schmid,SAFIT,DFG-ABL
Farula wigginsi,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Uenoidae,,,,Farula,,Farula wigginsi,,,Denning,SAFIT,DFG-ABL
Feltria,,TRUE,Arthropoda,Chelicerata,,Arachnida,Acari,,Trombidiformes,,,Feltriidae,,,,Feltria,,,,,Koenike,SAFIT,DFG-ABL
Feltriidae,,TRUE,Arthropoda,Chelicerata,,Arachnida,Acari,,Trombidiformes,,,Feltriidae,,,,,,,,,Viets,SAFIT,DFG-ABL
Ferrissia,,TRUE,Mollusca,,,Gastropoda,Pulmonata,,Basommatophora,,,Ancylidae,,,,Ferrissia,,,,,Walker,SAFIT,DFG-ABL
Ferrissia californica,,TRUE,Mollusca,,,Gastropoda,Pulmonata,,Basommatophora,,,Ancylidae,,,,Ferrissia,,Ferrissia californica,,,,SAFIT,DFG-ABL
Ferrissia hendersoni,,TRUE,Mollusca,,,Gastropoda,Pulmonata,,Basommatophora,,,Ancylidae,,,,Ferrissia,,Ferrissia hendersoni,,,,SAFIT,DFG-ABL
Ferrissia rivularis,,TRUE,Mollusca,,,Gastropoda,Pulmonata,,Basommatophora,,,Ancylidae,,,,Ferrissia,,Ferrissia rivularis,,,,SAFIT,DFG-ABL
Ferrissia walkeri,,TRUE,Mollusca,,,Gastropoda,Pulmonata,,Basommatophora,,,Ancylidae,,,,Ferrissia,,Ferrissia walkeri,,,,SAFIT,DFG-ABL
Ficopomatus,,TRUE,Annelida,Aclitellata,,Polychaeta,,,Canalipalpata,,,Serpulidae,,,,Ficopomatus,,,,,Southern,SAFIT,DFG-ABL
Ficopotamus enigmaticus,,TRUE,Annelida,Aclitellata,,Polychaeta,,,Canalipalpata,,,Serpulidae,,,,Ficopomatus,,Ficopotamus enigmaticus,,,(Fauvel),SAFIT,DFG-ABL
Fisherola,,FALSE,Mollusca,,,Gastropoda,Pulmonata,,Basommatophora,,,Lymnaeidae,,,,Fisherola,,,,,Hannibal,SAFIT,DFG-ABL
Fisherola nuttalli,,FALSE,Mollusca,,,Gastropoda,Pulmonata,,Basommatophora,,,Lymnaeidae,,,,Fisherola,,Fisherola nuttalli,,,(Haldeman),SAFIT,DFG-ABL
Fluminicola,,TRUE,Mollusca,,,Gastropoda,Prosobranchia,,Hypsogastropoda,,,Lithoglyphidae,,,,Fluminicola,,,,,Stimpson,SAFIT,DFG-ABL
Forcipomyia,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Ceratopogonidae,Forcipomyiinae,,,Forcipomyia,,,,,Meigen,SAFIT,DFG-ABL
Forcipomyiinae,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Ceratopogonidae,Forcipomyiinae,,,,,,,,Lenz,SAFIT,DFG-ABL
Fossaria,,TRUE,Mollusca,,,Gastropoda,Pulmonata,,Basommatophora,,,Lymnaeidae,,,,Fossaria,,,,,,SAFIT,DFG-ABL
Frisonia,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Plecoptera,,,Perlodidae,,,,Frisonia,,,,,Ricker,SAFIT,DFG-ABL
Frisonia picticeps,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Plecoptera,,,Perlodidae,,,,Frisonia,,Frisonia picticeps,,,Hanson,SAFIT,DFG-ABL
Frontipoda,,TRUE,Arthropoda,Chelicerata,,Arachnida,Acari,,Trombidiformes,,,Oxidae,,,,Frontipoda,,,,,Koenike,SAFIT,DFG-ABL
Frontipodopsidae,,TRUE,Arthropoda,Chelicerata,,Arachnida,Acari,,Trombidiformes,,,Frontipodopsidae,,,,,,,,,Viets,SAFIT,DFG-ABL
Frontipodopsis,,TRUE,Arthropoda,Chelicerata,,Arachnida,Acari,,Trombidiformes,,,Frontipodopsidae,,,,Frontipodopsis,,,,,Walter,SAFIT,DFG-ABL
Gammaridae,,TRUE,Arthropoda,Crustacea,,Malacostraca,,,Amphipoda,,,Gammaridae,,,,,,,,,Latreille,SAFIT,DFG-ABL
Gammarus,,TRUE,Arthropoda,Crustacea,,Malacostraca,,,Amphipoda,,,Gammaridae,,,,Gammarus,,,,,Fabricius,SAFIT,DFG-ABL
Gammarus lacustris,,TRUE,Arthropoda,Crustacea,,Malacostraca,,,Amphipoda,,,Gammaridae,,,,Gammarus,,Gammarus lacustris,,,,SAFIT,DFG-ABL
Gastropoda,,TRUE,Mollusca,,,Gastropoda,,,,,,,,,,,,,,,Cuvier,SAFIT,DFG-ABL
Geayia,,TRUE,Arthropoda,Chelicerata,,Arachnida,Acari,,Trombidiformes,,,Krendowskiidae,,,,Geayia,,,,,,SAFIT,DFG-ABL
Gelastocoridae,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Gelastocoridae,,,,,,,,,Kirkaldy,SAFIT,DFG-ABL
Gelastocoris,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Gelastocoridae,,,,Gelastocoris,,,,,Kirkaldy,SAFIT,DFG-ABL
Gelastocoris oculatus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Gelastocoridae,,,,Gelastocoris,,Gelastocoris oculatus,,,(Fabricius),SAFIT,DFG-ABL
Gelastocoris rotundatus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Gelastocoridae,,,,Gelastocoris,,Gelastocoris rotundatus,,,Champion,SAFIT,DFG-ABL
Georissidae,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Georissidae,,,,,,,,,Laporte,SAFIT,DFG-ABL
Georissus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Georissidae,,,,Georissus,,,,,Latreille,SAFIT,DFG-ABL
Georissus californicus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Georissidae,,,,Georissus,,Georissus californicus,,,LeConte,SAFIT,DFG-ABL
Georthocladius,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Chironomidae,Orthocladiinae,,,Georthocladius,,,,,Strenzke,SAFIT,DFG-ABL
Georthocladius platystylus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Chironomidae,Orthocladiinae,,,Georthocladius,,Georthocladius platystylus,,,Saether and Sublette,SAFIT,DFG-ABL
Georthocladius wirthi,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Chironomidae,Orthocladiinae,,,Georthocladius,,Georthocladius wirthi,,,Saether and Sublette,SAFIT,DFG-ABL
Geothelphusa,,FALSE,Arthropoda,Crustacea,,Malacostraca,,,Decapoda,,,Geothelphusidae,,,,Geothelphusa,,,,,Stimpson,SAFIT,DFG-ABL
Geothelphusidae,,FALSE,Arthropoda,Crustacea,,Malacostraca,,,Decapoda,,,Geothelphusidae,,,,,,,,,Ortmann,SAFIT,DFG-ABL
Geothelpusa dehaani,,FALSE,Arthropoda,Crustacea,,Malacostraca,,,Decapoda,,,Geothelphusidae,,,,Geothelphusa,,Geothelpusa dehaani,,,(White),SAFIT,DFG-ABL
Gerridae,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Gerridae,,,,,,,,,Leach,SAFIT,DFG-ABL
Gerris,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Gerridae,,,,Gerris,,,,,Fabricius,SAFIT,DFG-ABL
Gerris comatus,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Gerridae,,,,Gerris,,Gerris comatus,,,Drake and Hottes,SAFIT,DFG-ABL
Gerris gillettei,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Gerridae,,,,Gerris,,Gerris gillettei,,,Lethierry and Severin,SAFIT,DFG-ABL
Gerris incognitis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Gerridae,,,,Gerris,,Gerris incognitis,,,Drake and Hottes,SAFIT,DFG-ABL
Gerris incurvatus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Gerridae,,,,Gerris,,Gerris incurvatus,,,Drake and Hottes,SAFIT,DFG-ABL
Gerris insperatus,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Gerridae,,,,Gerris,,Gerris insperatus,,,Drake and Hottes,SAFIT,DFG-ABL
Gigantodax,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Gigantodax,,,,,Enderlein,SAFIT,DFG-ABL
Gigantodax adleri,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Gigantodax,,Gigantodax adleri,,,Moulton,SAFIT,DFG-ABL
Glossiphonia,,TRUE,Annelida,Clitellata,,Hirudinea,,,Rhynchobdellida,,,Glossiphoniidae,,,,Glossiphonia,,,,,,SAFIT,DFG-ABL
Glossiphonia complanata,,TRUE,Annelida,Clitellata,,Hirudinea,,,Rhynchobdellida,,,Glossiphoniidae,,,,Glossiphonia,,Glossiphonia complanata,,,,SAFIT,DFG-ABL
Glossiphoniidae,,TRUE,Annelida,Clitellata,,Hirudinea,,,Rhynchobdellida,,,Glossiphoniidae,,,,,,,,,Vailliant,SAFIT,DFG-ABL
Glossosoma,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Glossosomatidae,,,,Glossosoma,,,,,Curtis,SAFIT,DFG-ABL
Glossosoma alascense,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Glossosomatidae,,,,Glossosoma,,Glossosoma alascense,,,Banks,SAFIT,DFG-ABL
Glossosoma brunum,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Glossosomatidae,,,,Glossosoma,,Glossosoma brunum,,,Denning,SAFIT,DFG-ABL
Glossosoma calificum,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Glossosomatidae,,,,Glossosoma,,Glossosoma calificum,,,Denning,SAFIT,DFG-ABL
Glossosoma excitum,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Glossosomatidae,,,,Glossosoma,,Glossosoma excitum,,,Ross,SAFIT,DFG-ABL
Glossosoma merecum,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Glossosomatidae,,,,Glossosoma,,Glossosoma merecum,,,Denning,SAFIT,DFG-ABL
Glossosoma montanam,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Glossosomatidae,,,,Glossosoma,,Glossosoma montanam,,,Ross,SAFIT,DFG-ABL
Glossosoma oregonense,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Glossosomatidae,,,,Glossosoma,,Glossosoma oregonense,,,Ling,SAFIT,DFG-ABL
Glossosoma penitum,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Glossosomatidae,,,,Glossosoma,,Glossosoma penitum,,,Banks,SAFIT,DFG-ABL
Glossosoma pternum,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Glossosomatidae,,,,Glossosoma,,Glossosoma pternum,,,Ross,SAFIT,DFG-ABL
Glossosoma pyroxum,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Glossosomatidae,,,,Glossosoma,,Glossosoma pyroxum,,,Ross,SAFIT,DFG-ABL
Glossosoma schuhi,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Glossosomatidae,,,,Glossosoma,,Glossosoma schuhi,,,Ross,SAFIT,DFG-ABL
Glossosoma sequoia,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Glossosomatidae,,,,Glossosoma,,Glossosoma sequoia,,,Denning,SAFIT,DFG-ABL
Glossosoma traviatum,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Glossosomatidae,,,,Glossosoma,,Glossosoma traviatum,,,Banks,SAFIT,DFG-ABL
Glossosoma velonum,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Glossosomatidae,,,,Glossosoma,,Glossosoma velonum,,,Ross,SAFIT,DFG-ABL
Glossosoma ventrale,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Glossosomatidae,,,,Glossosoma,,Glossosoma ventrale,,,Banks,SAFIT,DFG-ABL
Glossosoma verdonum,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Glossosomatidae,,,,Glossosoma,,Glossosoma verdonum,,,Ross,SAFIT,DFG-ABL
Glossosoma wenatchee,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Glossosomatidae,,,,Glossosoma,,Glossosoma wenatchee,,,Ross and Spencer,SAFIT,DFG-ABL
Glossosomatidae,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Glossosomatidae,,,,,,,,,Wallengren,SAFIT,DFG-ABL
Glutops,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Pelecorhynchidae,,,,Glutops,,,,,Burgess,SAFIT,DFG-ABL
Glyphopsyche,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Limnephilidae,,,,Glyphopsyche,,,,,Burgess,SAFIT,DFG-ABL
Glyphopsyche irrorata,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Limnephilidae,,,,Glyphopsyche,,Glyphopsyche irrorata,,,(Fabricius),SAFIT,DFG-ABL
Glyptotendipes,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Chironomidae,Chironominae,Chironomini,,Glyptotendipes,,,,,Kieffer,SAFIT,DFG-ABL
Glyptotendipes barbipes,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Chironomidae,Chironominae,Chironomini,,Glyptotendipes,,Glyptotendipes barbipes,,,Staeger,SAFIT,DFG-ABL
Glyptotendipes lobiferus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Chironomidae,Chironominae,Chironomini,,Glyptotendipes,,Glyptotendipes lobiferus,,,(Say),SAFIT,DFG-ABL
Gnathobdellida,,TRUE,Annelida,Clitellata,,Hirudinea,,,Gnathobdellida,,,,,,,,,,,,,SAFIT,DFG-ABL
Gnorimosphaeroma,,TRUE,Arthropoda,Crustacea,,Malacostraca,,,Isopoda,,,Sphaeromatidae,,,,Gnorimosphaeroma,,,,,Menzies,SAFIT,DFG-ABL
Goeldichironomus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Chironomidae,Chironominae,Chironomini,,Goeldichironomus,,,,,Fittkau,SAFIT,DFG-ABL
Goeldichironomus amazonicus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Chironomidae,Chironominae,Chironomini,,Goeldichironomus,,Goeldichironomus amazonicus,,,(Fittkau),SAFIT,DFG-ABL
Goeldichironomus holoprasinus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Chironomidae,Chironominae,Chironomini,,Goeldichironomus,,Goeldichironomus holoprasinus,,,Goeldi,SAFIT,DFG-ABL
Goera,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Goeridae,,,,Goera,,,,,Stephens,SAFIT,DFG-ABL
Goera archaon,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Goeridae,,,,Goera,,Goera archaon,,,Ross,SAFIT,DFG-ABL
Goeracea,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Goeridae,,,,Goeracea,,,,,Denning,SAFIT,DFG-ABL
Goeracea genota,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Goeridae,,,,Goeracea,,Goeracea genota,,,(Ross),SAFIT,DFG-ABL
Goeracea oregona,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Goeridae,,,,Goeracea,,Goeracea oregona,,,Denning,SAFIT,DFG-ABL
Goeridae,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Goeridae,,,,,,,,,Ulmer,SAFIT,DFG-ABL
Gomphidae,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Odonata,,,Gomphidae,,,,,,,,,Rambur,SAFIT,DFG-ABL
Gomphus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Odonata,,,Gomphidae,,,,Gomphus,,,,,Leach,SAFIT,DFG-ABL
Gomphus graslinellus,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Odonata,,,Gomphidae,,,,Gomphus,,Gomphus graslinellus,,,Walsh,SAFIT,DFG-ABL
Gomphus kurilis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Odonata,,,Gomphidae,,,,Gomphus,,Gomphus kurilis,,,(Hagen in Selys),SAFIT,DFG-ABL
Gomphus lynnae,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Odonata,,,Gomphidae,,,,Gomphus,,Gomphus lynnae,,,Paulson,SAFIT,DFG-ABL
Gonidea,,TRUE,Mollusca,,,Bivalvia,Palaeoheterodonta,,Unionoida,,,Unionidae,,,,Gonidea,,,,,Conrad,SAFIT,DFG-ABL
Gonidea angulata,,TRUE,Mollusca,,,Bivalvia,Palaeoheterodonta,,Unionoida,,,Unionidae,,,,Gonidea,,Gonidea angulata,,,(Lea),SAFIT,DFG-ABL
Goniobasis,,FALSE,Mollusca,,,Gastropoda,Prosobranchia,,Sorbeoconcha,,,Pleuroceridae,,,,Goniobasis,,,,,Lea,SAFIT,DFG-ABL
Goniobasis hemphilli,,FALSE,Mollusca,,,Gastropoda,Prosobranchia,,Sorbeoconcha,,,Pleuroceridae,,,,Goniobasis,,Goniobasis hemphilli,,,Henderson,SAFIT,DFG-ABL
Gonomyia,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Tipulidae,Limoniinae,,,Gonomyia,,,,,Meigen,SAFIT,DFG-ABL
Grammotaulius,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Limnephilidae,,,,Grammotaulius,,,,,Kolenati,SAFIT,DFG-ABL
Grammotaulius betteni,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Limnephilidae,,,,Grammotaulius,,Grammotaulius betteni,,,Hill-Griffin,SAFIT,DFG-ABL
Grandidierella,,TRUE,Arthropoda,Crustacea,,Malacostraca,,,Amphipoda,,,Corophiidae,,,,Grandidierella,,,,,,SAFIT,DFG-ABL
Graphoderus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Dytiscidae,Dytiscinae,,,Graphoderus,,,,,Dejean,SAFIT,DFG-ABL
Graphoderus liberus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Dytiscidae,Dytiscinae,,,Graphoderus,,Graphoderus liberus,,,(Say),SAFIT,DFG-ABL
Graphoderus occidentalis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Dytiscidae,Dytiscinae,,,Graphoderus,,Graphoderus occidentalis,,,Horn,SAFIT,DFG-ABL
Graphoderus perplexus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Dytiscidae,Dytiscinae,,,Graphoderus,,Graphoderus perplexus,,,Sharp,SAFIT,DFG-ABL
Grapsidae,,TRUE,Arthropoda,Crustacea,,Malacostraca,,,Decapoda,,,Grapsidae,,,,,,,,,MacLeay,SAFIT,DFG-ABL
Graptocorixa,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Corixidae,,,,Graptocorixa,,,,,Hungerford,SAFIT,DFG-ABL
Graptocorixa abdominalis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Corixidae,,,,Graptocorixa,,Graptocorixa abdominalis,,,Say,SAFIT,DFG-ABL
Graptocorixa californica,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Corixidae,,,,Graptocorixa,,Graptocorixa californica,,,Hungerford,SAFIT,DFG-ABL
Graptocorixa gerhardi,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Corixidae,,,,Graptocorixa,,Graptocorixa gerhardi,,,(Hungerford),SAFIT,DFG-ABL
Graptocorixa serrulata,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Corixidae,,,,Graptocorixa,,Graptocorixa serrulata,,,Uhler,SAFIT,DFG-ABL
Graptocorixa uhleri,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Corixidae,,,,Graptocorixa,,Graptocorixa uhleri,,,Hungerford,SAFIT,DFG-ABL
Graptocorixa uhleroidea,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Corixidae,,,,Graptocorixa,,Graptocorixa uhleroidea,,,Hungerford,SAFIT,DFG-ABL
Greniera,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Greniera,,,,,Doby and David,SAFIT,DFG-ABL
"Grenieria ""species F""",,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Greniera,,"Grenieria ""species F""",,,"Adler, Currie and Wood",SAFIT,DFG-ABL
