FinalID,CommonName,CaliforniaTaxon,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,GenusComplex,Genus,SpeciesComplex,Species,Subspecies,Variety,TaxonomicAuthority,FinalIDAuthority,Source
Notonecta irrorata,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Notonectidae,,,,Notonecta,,Notonecta irrorata,,,Uhler,SAFIT,DFG-ABL
Notonecta kirbyi,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Notonectidae,,,,Notonecta,,Notonecta kirbyi,,,Hungerford,SAFIT,DFG-ABL
Notonecta lobata,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Notonectidae,,,,Notonecta,,Notonecta lobata,,,Hungerford,SAFIT,DFG-ABL
Notonecta repanda,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Notonectidae,,,,Notonecta,,Notonecta repanda,,,Hungerford,SAFIT,DFG-ABL
Notonecta shooterii,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Notonectidae,,,,Notonecta,,Notonecta shooterii,,,Uhler,SAFIT,DFG-ABL
Notonecta spinosa,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Notonectidae,,,,Notonecta,,Notonecta spinosa,,,Hungerford,SAFIT,DFG-ABL
Notonecta undulata,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Notonectidae,,,,Notonecta,,Notonecta undulata,,,Say,SAFIT,DFG-ABL
Notonecta unifasciata,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Notonectidae,,,,Notonecta,,Notonecta unifasciata,,,Guerin-Meneville,SAFIT,DFG-ABL
Notonectidae,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Notonectidae,,,,,,,,,Latreille,SAFIT,DFG-ABL
Notostraca,,TRUE,Arthropoda,Crustacea,,Branchiopoda,,,Notostraca,,,,,,,,,,,,Sars,SAFIT,DFG-ABL
Nudomideopsidae,,TRUE,Arthropoda,Chelicerata,,Arachnida,Acari,,Trombidiformes,,,Nudomideopsidae,,,,,,,,,Smith,SAFIT,DFG-ABL
Nudomideopsis,,TRUE,Arthropoda,Chelicerata,,Arachnida,Acari,,Trombidiformes,,,Nudomideopsidae,,,,Nudomideopsis,,,,,Szalay,SAFIT,DFG-ABL
Nyctiophylax,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Polycentropodidae,,,,Nyctiophylax,,,,,Brauer,SAFIT,DFG-ABL
Nyctiophylax moestus,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Polycentropodidae,,,,Nyctiophylax,,Nyctiophylax moestus,,,Banks,SAFIT,DFG-ABL
Ochlerotatus,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,,,,Lynch Arribálzaga,SAFIT,DFG-ABL
Ochlerotatus aboriginis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus aboriginis,,,(Dyar),SAFIT,DFG-ABL
Ochlerotatus aloponotum,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus aloponotum,,,(Dyar),SAFIT,DFG-ABL
Ochlerotatus bicristatus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus bicristatus,,,(Thurman and Winkler),SAFIT,DFG-ABL
Ochlerotatus burgeri,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus burgeri,,,(Zavortnik),SAFIT,DFG-ABL
Ochlerotatus campestris,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus campestris,,,(Dyar and Knab),SAFIT,DFG-ABL
Ochlerotatus cataphylla,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus cataphylla,,,(Dyar),SAFIT,DFG-ABL
Ochlerotatus clivis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus clivis,,,(Lanzaro and Eldridge),SAFIT,DFG-ABL
Ochlerotatus communis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus communis,,,(DeGeer),SAFIT,DFG-ABL
Ochlerotatus deserticola,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus desrticola,,,(Zavortnik),SAFIT,DFG-ABL
Ochlerotatus dorsalis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus dorsalis,,,(Meigen),SAFIT,DFG-ABL
Ochlerotatus epactius,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus epactius,,,(Dyar and Knab),SAFIT,DFG-ABL
Ochlerotatus excrucians,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus excrucians,,,(Walker),SAFIT,DFG-ABL
Ochlerotatus fitchii,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus fitchii,,,(Felt and Young),SAFIT,DFG-ABL
Ochlerotatus flavescens,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus flavescens,,,(Müller),SAFIT,DFG-ABL
Ochlerotatus hendersoni,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus hendersoni,,,(Cockerell),SAFIT,DFG-ABL
Ochlerotatus hexodontus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus hexodontus,,,Dyar,SAFIT,DFG-ABL
Ochlerotatus impiger,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus impiger,,,(Walker),SAFIT,DFG-ABL
Ochlerotatus implicatus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus implicatus,,,(Vockeroth),SAFIT,DFG-ABL
Ochlerotatus increpitus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus increpitus,,,(Dyar),SAFIT,DFG-ABL
Ochlerotatus intrudens,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus intrudens,,,(Dyar),SAFIT,DFG-ABL
Ochlerotatus japonicus,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus japonicus,,,(Theobald),SAFIT,DFG-ABL
Ochlerotatus melanimon,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus melanimon,,,(Dyar),SAFIT,DFG-ABL
Ochlerotatus monticola,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus monticola,,,(Belkin and McDonald),SAFIT,DFG-ABL
Ochlerotatus muelleri,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus muelleri,,,(Dyar),SAFIT,DFG-ABL
Ochlerotatus nevadensis,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus nevadensis,,,Chapman and Barr,SAFIT,DFG-ABL
Ochlerotatus nigromaculatus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus nigromaculatus,,,(Ludlow),SAFIT,DFG-ABL
Ochlerotatus niphadopsis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus niphadopsis,,,(Dyar and Knabb),SAFIT,DFG-ABL
Ochlerotatus papago,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus papago,,,(Zavortnik),SAFIT,DFG-ABL
Ochlerotatus provocans,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus provocans,,,(Walker),SAFIT,DFG-ABL
Ochlerotatus pullatus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus pullatus,,,(Coquillett),SAFIT,DFG-ABL
Ochlerotatus purpureipes,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus purpureipes,,,(Aitken),SAFIT,DFG-ABL
Ochlerotatus schizopinax,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus schizopinax,,,(Dyar),SAFIT,DFG-ABL
Ochlerotatus sierrensis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus sierrensis,,,(Ludlow),SAFIT,DFG-ABL
Ochlerotatus sollicitans,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus sollicitans,,,(Walker),SAFIT,DFG-ABL
Ochlerotatus squamiger,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus squamiger,,,(Coquillett),SAFIT,DFG-ABL
Ochlerotatus sticticus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus sticticus,,,(Meigen),SAFIT,DFG-ABL
Ochlerotatus taeniorhynchus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus taeniorhynchus,,,(Wiedemann),SAFIT,DFG-ABL
Ochlerotatus tahoensis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus tahoensis,,,(Dyar),SAFIT,DFG-ABL
Ochlerotatus thelcter,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus thelcter,,,(Dyar),SAFIT,DFG-ABL
Ochlerotatus trivittatus,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus trivittatus,,,(Coquillett),SAFIT,DFG-ABL
Ochlerotatus varipalpus,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus varipalpus,,,(Coquillett),SAFIT,DFG-ABL
Ochlerotatus ventrovittus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus ventrovittus,,,(Dyar),SAFIT,DFG-ABL
Ochlerotatus washinoi,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Culicidae,,,,Ochlerotatus,,Ochlerotatus washinoi,,,(Lanzaro and Eldridge),SAFIT,DFG-ABL
Ochrotrichia,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Ochrotrichia,,,,,Mosely,SAFIT,DFG-ABL
Ochrotrichia alexanderi,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Ochrotrichia,,Ochrotrichia alexanderi,,,Denning and Blickle,SAFIT,DFG-ABL
Ochrotrichia alsea,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Ochrotrichia,,Ochrotrichia alsea,,,Denning and Blickle,SAFIT,DFG-ABL
Ochrotrichia argentea,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Ochrotrichia,,Ochrotrichia argentea,,,Flint and Blickle,SAFIT,DFG-ABL
Ochrotrichia arizonica,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Ochrotrichia,,Ochrotrichia arizonica,,,Denning and Blickle,SAFIT,DFG-ABL
Ochrotrichia buccata,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Ochrotrichia,,Ochrotrichia buccata,,,Denning and Blickle,SAFIT,DFG-ABL
Ochrotrichia burdicki,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Ochrotrichia,,Ochrotrichia burdicki,,,Denning,SAFIT,DFG-ABL
Ochrotrichia dactylophora,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Ochrotrichia,,Ochrotrichia dactylophora,,,Flint,SAFIT,DFG-ABL
Ochrotrichia hadria,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Ochrotrichia,,Ochrotrichia hadria,,,Denning and Blickle,SAFIT,DFG-ABL
Ochrotrichia honeyi,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Ochrotrichia,,Ochrotrichia honeyi,,,Blickle and Denning,SAFIT,DFG-ABL
Ochrotrichia ildria,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Ochrotrichia,,Ochrotrichia ildria,,,Denning and Blickle,SAFIT,DFG-ABL
Ochrotrichia logana,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Ochrotrichia,,Ochrotrichia logana,,,(Ross),SAFIT,DFG-ABL
Ochrotrichia lometa,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Ochrotrichia,,Ochrotrichia lometa,,,(Ross),SAFIT,DFG-ABL
Ochrotrichia lucia,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Ochrotrichia,,Ochrotrichia lucia,,,Denning and Blickle,SAFIT,DFG-ABL
Ochrotrichia mono,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Ochrotrichia,,Ochrotrichia mono,,,(Ross),SAFIT,DFG-ABL
Ochrotrichia nacora,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Ochrotrichia,,Ochrotrichia nacora,,,Denning and Blickle,SAFIT,DFG-ABL
Ochrotrichia okanoganensis,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Ochrotrichia,,Ochrotrichia okanoganensis,,,Flint,SAFIT,DFG-ABL
Ochrotrichia oregona,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Ochrotrichia,,Ochrotrichia oregona,,,(Ross),SAFIT,DFG-ABL
Ochrotrichia phenosa,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Ochrotrichia,,Ochrotrichia phenosa,,,(Ross),SAFIT,DFG-ABL
Ochrotrichia quadrispina,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Ochrotrichia,,Ochrotrichia quadrispina,,,Denning and Blickle,SAFIT,DFG-ABL
Ochrotrichia rothi,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Ochrotrichia,,Ochrotrichia rothi,,,Denning and Blickle,SAFIT,DFG-ABL
Ochrotrichia salaris,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Ochrotrichia,,Ochrotrichia salaris,,,Blickle and Denning,SAFIT,DFG-ABL
Ochrotrichia spinulata,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Ochrotrichia,,Ochrotrichia spinulata,,,Denning and Blickle,SAFIT,DFG-ABL
Ochrotrichia stylata,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Ochrotrichia,,Ochrotrichia stylata,,,(Ross),SAFIT,DFG-ABL
Ochrotrichia tarsalis,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Ochrotrichia,,Ochrotrichia tarsalis,,,(Hagen),SAFIT,DFG-ABL
Ochrotrichia tenuata,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Ochrotrichia,,Ochrotrichia tenuata,,,Blickle and Denning,SAFIT,DFG-ABL
Ochrotrichia trapoiza,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Ochrotrichia,,Ochrotrichia trapoiza,,,Ross,SAFIT,DFG-ABL
Ochrotrichia vertreesi,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Ochrotrichia,,Ochrotrichia vertreesi,,,Denning and Blickle,SAFIT,DFG-ABL
Ochteridae,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Ochteridae,,,,,,,,,Kirkaldy,SAFIT,DFG-ABL
Ochterus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Ochteridae,,,,Ochterus,,,,,Latreille,SAFIT,DFG-ABL
Ochterus barberi,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Ochteridae,,,,Ochterus,,Ochterus barberi,,,Schell,SAFIT,DFG-ABL
Ochterus perbosci,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Ochteridae,,,,Ochterus,,Ochterus perbosci,,,(Guerin-Meneville),SAFIT,DFG-ABL
Ochterus rotundus,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Ochteridae,,,,Ochterus,,Ochterus rotundus,,,Polhemus and Polhemus,SAFIT,DFG-ABL
Ochthebius,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,,,,Leach,SAFIT,DFG-ABL
Ochthebius apache,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius apache,,,Perkins,SAFIT,DFG-ABL
Ochthebius arenicolus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius arenicolus,,,Perkins,SAFIT,DFG-ABL
Ochthebius arizonicus,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius arizonicus,,,Perkins,SAFIT,DFG-ABL
Ochthebius aztecus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius aztecus,,,Sharp,SAFIT,DFG-ABL
Ochthebius biinicisus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius biinicisus,,,Perkins,SAFIT,DFG-ABL
Ochthebius bisinuatus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius bisinuatus,,,Perkins,SAFIT,DFG-ABL
Ochthebius borealis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius borealis,,,Perkins,SAFIT,DFG-ABL
Ochthebius brevipennis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius brevipennis,,,Perkins,SAFIT,DFG-ABL
Ochthebius californicus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius californicus,,,Perkins,SAFIT,DFG-ABL
Ochthebius costipennis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius costipennis,,,Fall,SAFIT,DFG-ABL
Ochthebius crassalus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius crassalus,,,Perkins,SAFIT,DFG-ABL
Ochthebius crenatus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius crenatus,,,Hatch,SAFIT,DFG-ABL
Ochthebius cribricollis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius cribricollis,,,LeConte,SAFIT,DFG-ABL
Ochthebius discretus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius discretus,,,LeConte,SAFIT,DFG-ABL
Ochthebius gruwelli,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius gruwelli,,,Perkins,SAFIT,DFG-ABL
Ochthebius interruptus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius interruptus,,,LeConte,SAFIT,DFG-ABL
Ochthebius leechi,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius leechi,,,Wood and Perkins,SAFIT,DFG-ABL
Ochthebius lineatus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius lineatus,,,LeConte,SAFIT,DFG-ABL
Ochthebius madrensis,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius madrensis,,,Perkins,SAFIT,DFG-ABL
Ochthebius marinus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius marinus,,,(Paykull),SAFIT,DFG-ABL
Ochthebius martini,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius martini,,,Fall,SAFIT,DFG-ABL
Ochthebius mimicus,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius mimicus,,,Brown,SAFIT,DFG-ABL
Ochthebius orbus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius orbus,,,Perkins,SAFIT,DFG-ABL
Ochthebius pacificus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius pacificus,,,Perkins,SAFIT,DFG-ABL
Ochthebius puncticollis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius puncticollis,,,LeConte,SAFIT,DFG-ABL
Ochthebius recticulus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius recticulus,,,Perkins,SAFIT,DFG-ABL
Ochthebius rectus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius rectus,,,LeConte,SAFIT,DFG-ABL
Ochthebius rectusalus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius rectusalus,,,Perkins,SAFIT,DFG-ABL
Ochthebius richmondi,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius richmondi,,,Perkins,SAFIT,DFG-ABL
Ochthebius sculptoides,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius sculptoides,,,Perkins,SAFIT,DFG-ABL
Ochthebius sculptus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius sculptus,,,LeConte,SAFIT,DFG-ABL
Ochthebius sierrensis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius sierrensis,,,Perkins,SAFIT,DFG-ABL
Ochthebius similis,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius similis,,,Sharp,SAFIT,DFG-ABL
Ochthebius tubus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius tubus,,,Perkins,SAFIT,DFG-ABL
Ochthebius uniformis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Hydraenidae,,,,Ochthebius,,Ochthebius uniformis,,,Perkins,SAFIT,DFG-ABL
Octogomphus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Odonata,,,Gomphidae,,,,Octogomphus,,,,,Selys,SAFIT,DFG-ABL
Octogomphus specularis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Odonata,,,Gomphidae,,,,Octogomphus,,Octogomphus specularis,,,Hagen,SAFIT,DFG-ABL
Ocypodidae,,TRUE,Arthropoda,Crustacea,,Malacostraca,,,Decapoda,,,Ocypodidae,,,,,,,,,Rafinesque,SAFIT,DFG-ABL
Odonata,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Odonata,,,,,,,,,,,,Fabricius,SAFIT,DFG-ABL
Odontoceridae,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Odontoceridae,,,,,,,,,Wallengren,SAFIT,DFG-ABL
Odontomesa,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Chironomidae,Prodiamesinae,,,Odontomesa,,,,,Pagast,SAFIT,DFG-ABL
Odontomyia,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Stratiomyidae,,,Odontomyia/ Hedriodiscus,Odontomyia,,,,,Meigen,SAFIT,DFG-ABL
Odontomyia/ Hedriodiscus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Stratiomyidae,,,Odontomyia/ Hedriodiscus,,,,,,Enderlein/ Meigen,SAFIT,DFG-ABL
Oecetis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Leptoceridae,,,,Oecetis,,,,,MacLachlan,SAFIT,DFG-ABL
Oecetis arizonica,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Leptoceridae,,,,Oecetis,,Oecetis arizonica,,,Denning,SAFIT,DFG-ABL
Oecetis avara,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Leptoceridae,,,,Oecetis,,Oecetis avara,,,,SAFIT,DFG-ABL
